episode,reward
2497,-15
2498,-11
2499,-11
2500,-15
2501,-112
2502,-11
2503,-17
2504,-13
2505,-19
2506,-11
2507,-11
2508,-11
2509,-13
2510,-103
2511,-15
2512,-12
2513,-11
2514,-11
2515,-11
2516,-11
2517,-104
2518,-102
2519,-12
2520,-11
2521,-15
2522,-11
2523,-15
2524,-13
2525,-11
2526,-13
2527,-11
2528,-11
2529,-11
2530,-11
2531,-13
2532,-11
2533,-13
2534,-104
2535,-104
2536,-11
2537,-11
2538,-13
2539,-15
2540,-11
2541,-11
2542,-11
2543,-11
2544,-11
2545,-13
2546,-12
2547,-11
2548,-11
2549,-11
2550,-12
2551,-15
2552,-11
2553,-14
2554,-11
2555,-11
2556,-11
2557,-13
2558,-13
2559,-11
2560,-11
2561,-11
2562,-11
2563,-11
2564,-15
2565,-11
2566,-13
2567,-13
2568,-11
2569,-11
2570,-11
2571,-13
2572,-11
2573,-11
2574,-11
2575,-15
2576,-11
2577,-11
2578,-13
2579,-11
2580,-13
2581,-11
2582,-11
2583,-11
2584,-13
2585,-11
2586,-13
2587,-11
2588,-11
2589,-13
2590,-11
2591,-11
2592,-11
2593,-11
2594,-11
2595,-12
2596,-13
2597,-11
2598,-110
2599,-100
2600,-13
2601,-11
2602,-11
2603,-11
2604,-11
2605,-13
2606,-11
2607,-11
2608,-105
2609,-11
2610,-11
2611,-12
2612,-11
2613,-11
2614,-100
2615,-11
2616,-11
2617,-11
2618,-11
2619,-11
2620,-11
2621,-100
2622,-11
2623,-11
2624,-13
2625,-11
2626,-13
2627,-14
2628,-11
2629,-11
2630,-11
2631,-11
2632,-110
2633,-110
2634,-13
2635,-11
2636,-11
2637,-11
2638,-13
2639,-11
2640,-100
2641,-12
2642,-11
2643,-15
2644,-11
2645,-11
2646,-11
2647,-11
2648,-11
2649,-13
2650,-21
2651,-11
2652,-11
2653,-11
2654,-11
2655,-105
2656,-13
2657,-11
2658,-12
2659,-13
2660,-11
2661,-15
2662,-15
2663,-11
2664,-107
2665,-11
2666,-11
2667,-11
2668,-13
2669,-106
2670,-13
2671,-11
2672,-13
2673,-11
2674,-11
2675,-13
2676,-13
2677,-13
2678,-12
2679,-11
2680,-14
2681,-11
2682,-11
2683,-13
2684,-11
2685,-11
2686,-11
2687,-11
2688,-11
2689,-11
2690,-13
2691,-11
2692,-11
2693,-11
2694,-11
2695,-11
2696,-11
2697,-11
2698,-104
2699,-11
2700,-11
2701,-11
2702,-11
2703,-11
2704,-11
2705,-11
2706,-11
2707,-107
2708,-12
2709,-11
2710,-11
2711,-11
2712,-12
2713,-11
2714,-11
2715,-12
2716,-11
2717,-11
2718,-11
2719,-11
2720,-19
2721,-13
2722,-11
2723,-13
2724,-12
2725,-109
2726,-11
2727,-11
2728,-13
2729,-106
2730,-11
2731,-115
2732,-11
2733,-102
2734,-13
2735,-109
2736,-15
2737,-11
2738,-11
2739,-11
2740,-11
2741,-111
2742,-11
2743,-13
2744,-102
2745,-11
2746,-11
2747,-15
2748,-13
2749,-15
2750,-15
2751,-11
2752,-110
2753,-11
2754,-11
2755,-13
2756,-11
2757,-11
2758,-11
2759,-11
2760,-11
2761,-12
2762,-11
2763,-11
2764,-11
2765,-11
2766,-13
2767,-17
2768,-110
2769,-108
2770,-12
2771,-11
2772,-11
2773,-11
2774,-13
2775,-111
2776,-13
2777,-15
2778,-15
2779,-11
2780,-113
2781,-106
2782,-15
2783,-15
2784,-13
2785,-13
2786,-18
2787,-11
2788,-11
2789,-11
2790,-15
2791,-11
2792,-11
2793,-11
2794,-13
2795,-14
2796,-11
2797,-12
2798,-11
2799,-104
2800,-13
2801,-11
2802,-11
2803,-109
2804,-105
2805,-13
2806,-11
2807,-13
2808,-112
2809,-11
2810,-107
2811,-11
2812,-105
2813,-11
2814,-14
2815,-11
2816,-13
2817,-11
2818,-11
2819,-11
2820,-104
2821,-11
2822,-11
2823,-11
2824,-106
2825,-11
2826,-11
2827,-13
2828,-11
2829,-11
2830,-11
2831,-11
2832,-11
2833,-13
2834,-11
2835,-11
2836,-11
2837,-13
2838,-13
2839,-13
2840,-19
2841,-13
2842,-13
2843,-11
2844,-11
2845,-11
2846,-11
2847,-13
2848,-11
2849,-12
2850,-11
2851,-11
2852,-11
2853,-11
2854,-11
2855,-100
2856,-13
2857,-11
2858,-11
2859,-11
2860,-13
2861,-13
2862,-11
2863,-13
2864,-11
2865,-11
2866,-12
2867,-13
2868,-11
2869,-11
2870,-11
2871,-13
2872,-11
2873,-13
2874,-13
2875,-13
2876,-11
2877,-111
2878,-11
2879,-13
2880,-13
2881,-11
2882,-103
2883,-13
2884,-13
2885,-11
2886,-11
2887,-11
2888,-11
2889,-11
2890,-13
2891,-108
2892,-11
2893,-13
2894,-11
2895,-11
2896,-13
2897,-102
2898,-11
2899,-100
2900,-11
2901,-11
2902,-13
2903,-103
2904,-11
2905,-11
2906,-13
2907,-11
2908,-11
2909,-11
2910,-11
2911,-11
2912,-11
2913,-11
2914,-11
2915,-11
2916,-11
2917,-13
2918,-107
2919,-18
2920,-11
2921,-11
2922,-11
2923,-109
2924,-13
2925,-11
2926,-11
2927,-102
2928,-11
2929,-11
2930,-11
2931,-13
2932,-12
2933,-102
2934,-11
2935,-11
2936,-11
2937,-13
2938,-11
2939,-13
2940,-108
2941,-13
2942,-11
2943,-13
2944,-102
2945,-11
2946,-11
2947,-110
2948,-13
2949,-13
2950,-11
2951,-11
2952,-11
2953,-11
2954,-11
2955,-11
2956,-13
2957,-103
2958,-11
2959,-15
2960,-13
2961,-11
2962,-13
2963,-104
2964,-13
2965,-11
2966,-13
2967,-13
2968,-11
2969,-15
2970,-11
2971,-102
2972,-102
2973,-11
2974,-15
2975,-11
2976,-11
2977,-12
2978,-11
2979,-103
2980,-110
2981,-11
2982,-11
2983,-104
2984,-11
2985,-104
2986,-11
2987,-13
2988,-12
2989,-11
2990,-11
2991,-16
2992,-11
2993,-11
2994,-11
2995,-11
2996,-106
2997,-11
2998,-11
2999,-11
